排名,影片名称,演职人员,得分,评价,电影海报URL
190,房间,"导演: 伦尼·阿伯拉罕森 Lenny Abrahamson   主演: 布丽·拉尔森 Brie Larson...
                            2015 / 爱尔兰 加拿大 英国 美国 / 剧情 家庭",8.8,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg
191,头脑特工队,"导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...
                            2015 / 美国 / 喜剧 动画 冒险",8.7,愿我们都不用长大，每一座城堡都能永远存在。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg
192,惊魂记,"导演: Alfred Hitchcock   主演: Janet Leigh / Anthony Perkins / Vera Miles
                            1960 / 美国 / 悬疑 惊悚 恐怖",8.9,故事的反转与反转，分裂电影的始祖。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg
193,忠犬八公物语,"导演: Seijirô Kôyama   主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa...
                            1987 / 日本 / 剧情",9.0,养狗三日，便会对你终其一生。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2297934945.jpg
194,碧海蓝天,"导演: Luc Besson   主演: 让-马克·巴尔 Jean-Marc Barr / 让·雷诺 Jean Re...
                            1988 / 法国 美国 意大利 / 剧情 爱情",8.7,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455722535.jpg
195,再次出发之纽约遇见你,"导演: 约翰·卡尼 John Carney   主演: 凯拉·奈特莉 Keira Knightley / 马克...
                            2013 / 美国 / 喜剧 爱情 音乐",8.5,爱我就给我看你的播放列表。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg
196,阿飞正传,"导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...
                            1990 / 香港 / 犯罪 剧情 爱情",8.5,王家卫是一种风格，张国荣是一个代表。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p924558512.jpg
197,青蛇,"导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...
                            1993 / 香港 / 剧情 奇幻 古装",8.4,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p584021784.jpg
198,东京物语,"导演: 小津安二郎 Yasujirô Ozu   主演: 笠智众 Chishû Ryû / 原节...
                            1953 / 日本 / 剧情 家庭",9.2,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910832390.jpg
199,哪吒闹海,"导演: 严定宪 Dingxian Yan / 王树忱 Shuchen Wang   主演: 梁正晖 Zhenghui ...
                            1979 / 中国大陆 / 冒险 动画 奇幻",8.9,想你时你在闹海。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1945506312.jpg
200,秒速5厘米,"导演: 新海诚 Makoto Shinkai   主演: 水桥研二 Kenji Mizuhashi / 近藤好美 ...
                            2007 / 日本 / 动画 剧情 爱情",8.3,青春就是放弃和怀念。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p982896012.jpg
201,末路狂花,"导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...
                            1991 / 美国 法国 / 犯罪 剧情 惊悚",8.7,没有了退路，只好飞向自由。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p794583044.jpg
202,海盗电台,"导演: 理查德·柯蒂斯 Richard Curtis   主演: 比尔·奈伊 Bill Nighy / 肯尼...
                            2009 / 英国 德国 法国 / 剧情 喜剧 音乐",8.6,生命不止，摇滚不死。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p769608791.jpg
203,模仿游戏,"导演: 莫腾·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C...
                            2014 / 英国 美国 / 剧情 传记 战争 同性",8.6,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg
204,终结者2：审判日,"导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...
                            1991 / 美国 法国 / 动作 科幻",8.6,少见的超越首部的续集，动作片中的经典。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg
205,源代码,"导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...
                            2011 / 美国 加拿大 / 科幻 悬疑 惊悚",8.3,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg
206,绿里奇迹,"导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...
                            1999 / 美国 / 犯罪 剧情 奇幻 悬疑",8.7,天使暂时离开。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg
207,黑客帝国3：矩阵革命,"导演: Andy Wachowski / Larry Wachowski   主演: Keanu Reeves / Laurence F...
                            2003 / 美国 澳大利亚 / 动作 科幻",8.5,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg
208,新龙门客栈,"导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...
                            1992 / 香港 中国大陆 / 剧情 动作 武侠 古装",8.5,嬉笑怒骂，调风动月。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg
209,勇闯夺命岛,"导演: 迈克尔·贝 Michael Bay   主演: 肖恩·康纳利 Sean Connery / 尼古拉...
                            1996 / 美国 / 动作 冒险",8.5,类型片的极致。 ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p636048104.jpg
210,一个叫欧维的男人决定去死,"导演: 汉内斯·赫尔姆 Hannes Holm   主演: 罗夫·拉斯加德 Rolf Lassgård...
                            2015 / 瑞典 / 剧情",8.7,惠及一生的美丽。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg
211,这个男人来自地球,"导演: 理查德·沙因克曼 Richard Schenkman   主演: 大卫·李·史密斯 David ...
                            2007 / 美国 / 剧情 科幻",8.5,科幻真正的魅力不是视觉效果能取代的。 ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513303986.jpg
212,你的名字。,"导演: 新海诚 Makoto Shinkai   主演: 神木隆之介 Ryûnosuke Kamiki / 上...
                            2016 / 日本 / 剧情 爱情 动画",8.4,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg
213,卡萨布兰卡,"导演: Michael Curtiz   主演: 亨弗莱·鲍嘉 Humphrey Bogart / 英格丽·褒曼...
                            1942 / 美国 / 剧情 爱情 战争",8.6,世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244791866.jpg
214,城市之光,"导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...
                            1931 / 美国 / 喜剧 剧情 爱情",9.2,永远的小人物，伟大的卓别林。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2099815842.jpg
215,变脸,"导演: 吴宇森 John Woo   主演: 约翰·特拉沃尔塔 John Travolta / 尼古拉斯...
                            1997 / 美国 / 动作 科幻 犯罪 惊悚",8.4,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173855883.jpg
216,E.T. 外星人,"导演: Steven Spielberg   主演: Henry Thomas / Dee Wallace / Robert MacNa...
                            1982 / 美国 / 剧情 科幻",8.5,生病的E.T.皮肤的颜色就像柿子饼。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p984732992.jpg
217,初恋这件小事,"导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...
                            2010 / 泰国 / 剧情 喜剧 爱情",8.3,黑小鸭速效美白记。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg
218,无耻混蛋,"导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...
                            2009 / 美国 德国 / 剧情 犯罪",8.4,昆汀同学越来越变态了，比北野武还杜琪峰。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p770734475.jpg
219,荒野生存,"导演: 西恩·潘 Sean Penn   主演: 埃米尔·赫斯基 Emile Hirsch / 马西娅·...
                            2007 / 美国 / 冒险 传记 剧情",8.6,出门必备：本草纲目。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p465687407.jpg
220,发条橙,"导演: Stanley Kubrick   主演: Malcolm McDowell / Patrick Magee / Michael...
                            1971 / 英国 美国 / 犯罪 剧情 科幻",8.4,我完全康复了。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p529908155.jpg
221,黄金三镖客,"导演: Sergio Leone   主演: Clint Eastwood / Eli Wallach / Lee Van Cleef
                            1966 / 意大利 西班牙 西德 / 冒险 西部",9.1,最棒的西部片。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2101693489.jpg
222,迁徙的鸟,"导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...
                            2001 / 法国 德国 意大利 西班牙 瑞士 / 纪录片",9.1,最美的飞翔。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2238274168.jpg
223,美国丽人,"导演: 萨姆·门德斯 Sam Mendes   主演: 凯文·史派西 Kevin Spacey / 安妮特...
                            1999 / 美国 / 剧情 爱情 家庭",8.4,每个人的内心都是深不可测的大海。 ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p571671715.jpg
224,无人知晓,"导演: 是枝裕和 Hirokazu Koreeda   主演: 柳乐优弥 Yûya Yagira / 北浦爱...
                            2004 / 日本 / 剧情",9.0,我的平常生活就是他人的幸福。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1063451381.jpg
225,爱在午夜降临前,"导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
                            2013 / 美国 / 剧情 爱情",8.8,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg
226,英国病人,"导演: 安东尼·明格拉 Anthony Minghella   主演: 拉尔夫·费因斯 Ralph Fien...
                            1996 / 美国 英国 / 爱情 剧情 战争",8.4,"In memory, love lives forever...",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2408623752.jpg
227,燕尾蝶,"导演: 岩井俊二 Shunji Iwai   主演: 恰拉 Chara / 伊藤步 Ayumi Ito / 三上...
                            1996 / 日本 / 犯罪 剧情",8.6,现实与童话交相辉映的旅程。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p532195562.jpg
228,疯狂的石头,"导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin
                            2006 / 中国大陆 香港 / 喜剧 犯罪",8.3,中国版《两杆大烟枪》。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg
229,非常嫌疑犯,"导演: 布莱恩·辛格 Bryan Singer   主演: 史蒂芬·鲍德温 Stephen Baldwin /...
                            1995 / 德国 美国 / 剧情 犯罪 悬疑 惊悚",8.6,我不信仰上帝，但我敬畏上帝。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p470383576.jpg
230,叫我第一名,"导演: 彼得·维纳 Peter Werner   主演: 詹姆斯·沃克 James Wolk / 特里特·...
                            2008 / 美国 / 剧情 传记",8.6,乐观比一切都有力量。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p628364149.jpg
231,勇士,"导演: 加文·欧康诺 Gavin O'Connor   主演: 汤姆·哈迪 Tom Hardy / 乔尔·...
                            2011 / 美国 / 剧情 运动 家庭",8.9,热血沸腾，相当完美的娱乐拳击大餐。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1145536386.jpg
232,无敌破坏王,"导演: 瑞奇·莫尔 Rich Moore   主演: 约翰·C·赖利 John C. Reilly / 萨拉...
                            2012 / 美国 / 喜剧 动画 奇幻 冒险",8.6,迪士尼和皮克斯拿错剧本的产物。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg
233,穆赫兰道,"导演: 大卫·林奇 David Lynch   主演: 娜奥米·沃茨 Naomi Watts / 劳拉·哈...
                            2001 / 法国 美国 / 剧情 悬疑 惊悚",8.3,大卫·林奇的梦境迷宫。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792248233.jpg
234,国王的演讲,"导演: 汤姆·霍珀 Tom Hooper   主演: 柯林·菲尔斯 Colin Firth / 杰弗里·...
                            2010 / 英国 澳大利亚 美国 / 剧情 传记 历史",8.3,皇上无话儿。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p768879237.jpg
235,步履不停,"导演: 是枝裕和 Hirokazu Koreeda   主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...
                            2008 / 日本 / 剧情 家庭",8.8,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p672446737.jpg
236,血钻,"导演: 爱德华·兹威克 Edward Zwick   主演: 莱昂纳多·迪卡普里奥 Leonardo ...
                            2006 / 美国 德国 / 剧情 惊悚 冒险",8.5,每个美丽事物背后都是滴血的现实。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg
237,彗星来的那一夜,"导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em...
                            2013 / 美国 英国 / 科幻 悬疑 惊悚",8.4,小成本大魅力。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2187896711.jpg
238,上帝也疯狂,"导演: Jamie Uys   主演: Marius Weyers / Sandra Prinsloo / N!xau
                            1980 / 博茨瓦纳 南非 / 喜剧",8.6,纯净原始的笑与感动。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2173719647.jpg
239,枪火,"导演: 杜琪峰 Johnnie To   主演: 吴镇宇 Francis Ng / 任达华 Simon Yam / ...
                            1999 / 香港 / 剧情 动作 犯罪",8.6,一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1538646661.jpg
240,大卫·戈尔的一生,"导演: Alan Parker   主演: 凯文·史派西 Kevin Spacey / 凯特·温丝莱特 Kat...
                            2003 / 美国 德国 英国 / 剧情 犯罪 悬疑",8.6,捍卫人权只是信仰，一点不妨碍其行为的残忍。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2186861098.jpg
241,蓝色大门,"导演: 易智言 Chih-yen Yee   主演: 陈柏霖 Bo-lin Chen / 桂纶镁 Lunmei Kwa...
                            2002 / 台湾 法国 / 剧情 爱情 同性",8.3,青春的窃窃私语。 ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p584822570.jpg
242,遗愿清单,"导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根...
                            2007 / 美国 / 冒险 喜剧 剧情",8.5,用剩余不多的时间，去燃烧整个生命。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p708613284.jpg
243,我爱你,"导演: 秋昌民 Chang-min Choo   主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae...
                            2011 / 韩国 / 剧情 爱情",9.0,你要相信，这世上真的有爱存在，不管在什么年纪 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg
244,荒岛余生,"导演: 罗伯特·泽米吉斯 Robert Zemeckis   主演: 汤姆·汉克斯 Tom Hanks / ...
                            2000 / 美国 / 冒险 剧情",8.5,一个人的独角戏。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2207673537.jpg
245,千钧一发,"导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛...
                            1997 / 美国 / 剧情 科幻",8.7,一部能引人思考的科幻励志片。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg
246,聚焦,"导演: 托马斯·麦卡锡 Thomas McCarthy   主演: 马克·鲁弗洛 Mark Ruffalo /...
                            2015 / 美国 / 剧情 传记",8.8,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263822658.jpg
247,爱·回家,"导演: 李廷香 Jeong-hyang Lee   主演: 金艺芬 Eul-boon Kim / 俞承豪 Seung-...
                            2002 / 韩国 / 剧情 家庭",9.0,献给所有外婆的电影。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2107418134.jpg
248,黑鹰坠落,"导演: 雷德利·斯科特 Ridley Scott   主演: 乔什·哈奈特 Josh Hartnett / ...
                            2001 / 美国 / 动作 历史 战争",8.5,还原真实而残酷的战争。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910900710.jpg
249,麦兜故事,"导演: 袁建滔 Toe Yuen   主演: 李晋纬 / 林海峰 Jan Lamb / 吴君如 Sandra Ng
                            2001 / 香港 / 剧情 喜剧 动画",8.5,麦兜是一只很哲学的猪。 ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p804938713.jpg
250,暖暖内含光,"导演: 米歇尔·冈瑞 Michel Gondry   主演: 金·凯瑞 Jim Carrey / 凯特·温...
                            2004 / 美国 / 剧情 爱情 奇幻",8.4,恋爱是一次神经的冒险。就算失去记忆，也会爱上你。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p479565065.jpg
